CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
East Asia & Pacific (all income levels),EAS,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,2015,6.4482758620689715
East Asia & Pacific (all income levels),EAS,Tax payments (number),IC.TAX.PAYM,2015,23.379310344827598
East Asia & Pacific (all income levels),EAS,Time required to build a warehouse (days),IC.WRH.DURS,2015,130.844827586207
East Asia & Pacific (all income levels),EAS,Time required to enforce a contract (days),IC.LGL.DURS,2015,518.8206896551719
East Asia & Pacific (all income levels),EAS,Time required to get electricity (days),IC.ELC.TIME,2015,72.4793103448276
East Asia & Pacific (all income levels),EAS,Time required to register property (days),IC.PRP.DURS,2015,63.7846153846154
East Asia & Pacific (all income levels),EAS,Time required to start a business (days),IC.REG.DURS,2015,22.9275862068965
East Asia & Pacific (all income levels),EAS,Time to prepare and pay taxes (hours),IC.TAX.DURS,2015,200.32758620689705
East Asia & Pacific (all income levels),EAS,Time to resolve insolvency (years),IC.ISV.DURS,2015,2.41538461538462
East Asia & Pacific (all income levels),EAS,Total tax rate (% of commercial profits),IC.TAX.TOTL.CP.ZS,2015,34.6172413793103
East Asia & Pacific (developing only),EAP,"Bird species, threatened",EN.BIR.THRD.NO,2015,739.0
East Asia & Pacific (developing only),EAP,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,2015,4.952380952380951
East Asia & Pacific (developing only),EAP,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,2015,27.157142857142897
East Asia & Pacific (developing only),EAP,Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,2015,3.3333333333333304
East Asia & Pacific (developing only),EAP,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,2015,41021741000.0
East Asia & Pacific (developing only),EAP,Distance to frontier score (0=lowest performance to 100=frontier),IC.BUS.DFRN.XQ,2015,58.197619047619
East Asia & Pacific (developing only),EAP,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,2015,109.333333333333
East Asia & Pacific (developing only),EAP,"Fish species, threatened",EN.FSH.THRD.NO,2015,986.0
East Asia & Pacific (developing only),EAP,Improved sanitation facilities (% of population with access),SH.STA.ACSN,2015,74.8905422952569
East Asia & Pacific (developing only),EAP,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,2015,63.595406183345496
East Asia & Pacific (developing only),EAP,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,2015,84.8571079918858
East Asia & Pacific (developing only),EAP,Improved water source (% of population with access),SH.H2O.SAFE.ZS,2015,93.66876094977472
East Asia & Pacific (developing only),EAP,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,2015,90.06762156620371
East Asia & Pacific (developing only),EAP,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,2015,96.8794758439447
East Asia & Pacific (developing only),EAP,"Interest payments on external debt, long-term (INT, current US$)",DT.INT.DLXF.CD,2015,14390652000.0
East Asia & Pacific (developing only),EAP,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",DT.INT.DPNG.CD,2015,3832479000.0
East Asia & Pacific (developing only),EAP,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,2015,8.40526315789474
East Asia & Pacific (developing only),EAP,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2015,0.11620237802777303
East Asia & Pacific (developing only),EAP,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,2015,860.0
East Asia & Pacific (developing only),EAP,"Mammal species, threatened",EN.MAM.THRD.NO,2015,716.0
East Asia & Pacific (developing only),EAP,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,2015,63.0
East Asia & Pacific (developing only),EAP,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,2015,61.6666666666667
East Asia & Pacific (developing only),EAP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2015,14.9
East Asia & Pacific (developing only),EAP,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,2015,13.5
East Asia & Pacific (developing only),EAP,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,2015,16.3
East Asia & Pacific (developing only),EAP,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2015,9.0
East Asia & Pacific (developing only),EAP,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,2015,18.0
East Asia & Pacific (developing only),EAP,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,2015,16.4
East Asia & Pacific (developing only),EAP,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,2015,19.5
East Asia & Pacific (developing only),EAP,Number of infant deaths,SH.DTH.IMRT,2015,447554.0
East Asia & Pacific (developing only),EAP,Number of maternal deaths,SH.MMR.DTHS,2015,18000.0
East Asia & Pacific (developing only),EAP,Number of neonatal deaths,SH.DTH.NMRT,2015,269613.0
East Asia & Pacific (developing only),EAP,Number of under-five deaths,SH.DTH.MORT,2015,536596.0
East Asia & Pacific (developing only),EAP,Other taxes payable by businesses (% of commercial profits),IC.TAX.OTHR.CP.ZS,2015,7.6105263157894685
East Asia & Pacific (developing only),EAP,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,2015,72.0370388888889
East Asia & Pacific (developing only),EAP,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,2015,80.2777833333333
East Asia & Pacific (developing only),EAP,"Plant species (higher), threatened",EN.HPT.THRD.NO,2015,2708.0
East Asia & Pacific (developing only),EAP,"PPG, bilateral (AMT, current US$)",DT.AMT.BLAT.CD,2015,12236590000.0
East Asia & Pacific (developing only),EAP,"PPG, bilateral (DIS, current US$)",DT.DIS.BLAT.CD,2015,16569118000.0
East Asia & Pacific (developing only),EAP,"PPG, bilateral (INT, current US$)",DT.INT.BLAT.CD,2015,2390501000.0
East Asia & Pacific (developing only),EAP,"PPG, bonds (AMT, current US$)",DT.AMT.PBND.CD,2015,9405984000.0
East Asia & Pacific (developing only),EAP,"PPG, bonds (INT, current US$)",DT.INT.PBND.CD,2015,6299804000.0
East Asia & Pacific (developing only),EAP,"PPG, commercial banks (AMT, current US$)",DT.AMT.PCBK.CD,2015,4762823000.0
East Asia & Pacific (developing only),EAP,"PPG, commercial banks (DIS, current US$)",DT.DIS.PCBK.CD,2015,3081753000.0
East Asia & Pacific (developing only),EAP,"PPG, commercial banks (INT, current US$)",DT.INT.PCBK.CD,2015,486142000.0
East Asia & Pacific (developing only),EAP,"PPG, multilateral (AMT, current US$)",DT.AMT.MLAT.CD,2015,3624649000.0
East Asia & Pacific (developing only),EAP,"PPG, multilateral (DIS, current US$)",DT.DIS.MLAT.CD,2015,6257310000.0
East Asia & Pacific (developing only),EAP,"PPG, multilateral (INT, current US$)",DT.INT.MLAT.CD,2015,1109836000.0
East Asia & Pacific (developing only),EAP,"PPG, official creditors (AMT, current US$)",DT.AMT.OFFT.CD,2015,15861239000.0
East Asia & Pacific (developing only),EAP,"PPG, official creditors (DIS, current US$)",DT.DIS.OFFT.CD,2015,22826428000.0
East Asia & Pacific (developing only),EAP,"PPG, official creditors (INT, current US$)",DT.INT.OFFT.CD,2015,3500336000.0
East Asia & Pacific (developing only),EAP,"PPG, other private creditors (AMT, current US$)",DT.AMT.PROP.CD,2015,2107551000.0
East Asia & Pacific (developing only),EAP,"PPG, other private creditors (DIS, current US$)",DT.DIS.PROP.CD,2015,2527375000.0
East Asia & Pacific (developing only),EAP,"PPG, other private creditors (INT, current US$)",DT.INT.PROP.CD,2015,271889000.0
East Asia & Pacific (developing only),EAP,"PPG, private creditors (AMT, current US$)",DT.AMT.PRVT.CD,2015,16276360000.0
East Asia & Pacific (developing only),EAP,"PPG, private creditors (DIS, current US$)",DT.DIS.PRVT.CD,2015,5609128000.0
East Asia & Pacific (developing only),EAP,"PPG, private creditors (INT, current US$)",DT.INT.PRVT.CD,2015,7057837000.0
East Asia & Pacific (developing only),EAP,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,2015,39404288000.0
